task,sample_id,correct,model,e2_type,e3_type,entity,question,expected_answer,model_answer
second_hop_semi_synthetic,constellations_best_viewing_month_Pegasus,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,best_viewing_month,Pegasus,In which month is Pegasus (the constellation) best viewed?,October,July
second_hop_semi_synthetic,constellations_best_viewing_month_Perseus,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,best_viewing_month,Perseus,In which month is Perseus (the constellation) best viewed?,December,August
second_hop_semi_synthetic,constellations_best_viewing_month_Sagittarius,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,best_viewing_month,Sagittarius,In which month is Sagittarius (the constellation) best viewed?,August,August
second_hop_semi_synthetic,constellations_best_viewing_month_Scorpius,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,best_viewing_month,Scorpius,In which month is Scorpius (the constellation) best viewed?,July,August
second_hop_semi_synthetic,constellations_best_viewing_month_Taurus,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,best_viewing_month,Taurus,In which month is Taurus (the constellation) best viewed?,January,April
second_hop_semi_synthetic,constellations_best_viewing_month_Ursa Major,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,best_viewing_month,Ursa Major,In which month is Ursa Major (the constellation) best viewed?,April,July
second_hop_semi_synthetic,constellations_best_viewing_month_Virgo,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,best_viewing_month,Virgo,In which month is Virgo (the constellation) best viewed?,May,August
second_hop_semi_synthetic,constellations_brightest_star_Andromeda,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Andromeda,What is the brightest star in the Andromeda constellation?,Alpheratz,Alpheratz
second_hop_semi_synthetic,constellations_brightest_star_Aquarius,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Aquarius,What is the brightest star in the Aquarius constellation?,Sadalsuud,Sadalmelik
second_hop_semi_synthetic,constellations_brightest_star_Bootes,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Bootes,What is the brightest star in the Bootes constellation?,Arcturus,Arcturus
second_hop_semi_synthetic,constellations_brightest_star_Canis Major,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Canis Major,What is the brightest star in the Canis Major constellation?,Sirius,Sirius
second_hop_semi_synthetic,constellations_brightest_star_Capricornus,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Capricornus,What is the brightest star in the Capricornus constellation?,Deneb Algedi,Denechk
second_hop_semi_synthetic,constellations_brightest_star_Cassiopeia,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Cassiopeia,What is the brightest star in the Cassiopeia constellation?,Schedar,Schedar
second_hop_semi_synthetic,constellations_brightest_star_Cygnus,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Cygnus,What is the brightest star in the Cygnus constellation?,Deneb,Deneb
second_hop_semi_synthetic,constellations_brightest_star_Draco,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Draco,What is the brightest star in the Draco constellation?,Etamin,Eltanin
second_hop_semi_synthetic,constellations_brightest_star_Gemini,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Gemini,What is the brightest star in the Gemini constellation?,Pollux,Alhena
second_hop_semi_synthetic,constellations_brightest_star_Hercules,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Hercules,What is the brightest star in the Hercules constellation?,Kornephoros,Rasalhague
second_hop_semi_synthetic,constellations_brightest_star_Leo,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Leo,What is the brightest star in the Leo constellation?,Regulus,Regulus
second_hop_semi_synthetic,constellations_brightest_star_Lyra,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Lyra,What is the brightest star in the Lyra constellation?,Vega,Vega
second_hop_semi_synthetic,constellations_brightest_star_Orion,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Orion,What is the brightest star in the Orion constellation?,Rigel,Rigel
second_hop_semi_synthetic,constellations_brightest_star_Pegasus,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Pegasus,What is the brightest star in the Pegasus constellation?,Enif,Enif
second_hop_semi_synthetic,constellations_brightest_star_Perseus,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Perseus,What is the brightest star in the Perseus constellation?,Mirfak,Mirfak
second_hop_semi_synthetic,constellations_brightest_star_Sagittarius,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Sagittarius,What is the brightest star in the Sagittarius constellation?,Kaus Australis,Rukbat
second_hop_semi_synthetic,constellations_brightest_star_Scorpius,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Scorpius,What is the brightest star in the Scorpius constellation?,Antares,Antares
second_hop_semi_synthetic,constellations_brightest_star_Taurus,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Taurus,What is the brightest star in the Taurus constellation?,Aldebaran,Aldebaran
second_hop_semi_synthetic,constellations_brightest_star_Ursa Major,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Ursa Major,What is the brightest star in the Ursa Major constellation?,Alioth,Dubhe
second_hop_semi_synthetic,constellations_brightest_star_Virgo,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,brightest_star,Virgo,What is the brightest star in the Virgo constellation?,Spica,Spica
second_hop_semi_synthetic,constellations_hemisphere_Andromeda,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Andromeda,In which hemisphere is the Andromeda constellation visible?,North,Northern
second_hop_semi_synthetic,constellations_hemisphere_Aquarius,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Aquarius,In which hemisphere is the Aquarius constellation visible?,Both,Southern.
second_hop_semi_synthetic,constellations_hemisphere_Bootes,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Bootes,In which hemisphere is the Bootes constellation visible?,North,Northern
second_hop_semi_synthetic,constellations_hemisphere_Canis Major,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Canis Major,In which hemisphere is the Canis Major constellation visible?,Both,Northern
second_hop_semi_synthetic,constellations_hemisphere_Capricornus,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Capricornus,In which hemisphere is the Capricornus constellation visible?,Both,Southern.
second_hop_semi_synthetic,constellations_hemisphere_Cassiopeia,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Cassiopeia,In which hemisphere is the Cassiopeia constellation visible?,North,Northern
second_hop_semi_synthetic,constellations_hemisphere_Cygnus,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Cygnus,In which hemisphere is the Cygnus constellation visible?,North,Northern
second_hop_semi_synthetic,constellations_hemisphere_Draco,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Draco,In which hemisphere is the Draco constellation visible?,North,Northern
second_hop_semi_synthetic,constellations_hemisphere_Gemini,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Gemini,In which hemisphere is the Gemini constellation visible?,Both,Northern
second_hop_semi_synthetic,constellations_hemisphere_Hercules,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Hercules,In which hemisphere is the Hercules constellation visible?,North,Northern
second_hop_semi_synthetic,constellations_hemisphere_Leo,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Leo,In which hemisphere is the Leo constellation visible?,Both,Northern
second_hop_semi_synthetic,constellations_hemisphere_Lyra,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Lyra,In which hemisphere is the Lyra constellation visible?,North,Northern.
second_hop_semi_synthetic,constellations_hemisphere_Orion,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Orion,In which hemisphere is the Orion constellation visible?,Both,Northern
second_hop_semi_synthetic,constellations_hemisphere_Pegasus,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Pegasus,In which hemisphere is the Pegasus constellation visible?,North,Northern
second_hop_semi_synthetic,constellations_hemisphere_Perseus,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Perseus,In which hemisphere is the Perseus constellation visible?,North,Northern
second_hop_semi_synthetic,constellations_hemisphere_Sagittarius,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Sagittarius,In which hemisphere is the Sagittarius constellation visible?,Both,Southern.
second_hop_semi_synthetic,constellations_hemisphere_Scorpius,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Scorpius,In which hemisphere is the Scorpius constellation visible?,Both,Southern.
second_hop_semi_synthetic,constellations_hemisphere_Taurus,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Taurus,In which hemisphere is the Taurus constellation visible?,Both,Northern
second_hop_semi_synthetic,constellations_hemisphere_Ursa Major,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Ursa Major,In which hemisphere is the Ursa Major constellation visible?,North,Northern.
second_hop_semi_synthetic,constellations_hemisphere_Virgo,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,constellations,hemisphere,Virgo,In which hemisphere is the Virgo constellation visible?,Both,Southern.
second_hop_semi_synthetic,famous_paintings_artist_last_name_American Gothic,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,American Gothic,What is the last name of the artist who created American Gothic?,Wood,Grantwood
second_hop_semi_synthetic,famous_paintings_artist_last_name_Girl with a Pearl Earring,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,Girl with a Pearl Earring,What is the last name of the artist who created Girl with a Pearl Earring?,Vermeer,Vermeer.
second_hop_semi_synthetic,famous_paintings_artist_last_name_Guernica,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,Guernica,What is the last name of the artist who created Guernica?,Picasso,Picasso
second_hop_semi_synthetic,famous_paintings_artist_last_name_Las Meninas,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,Las Meninas,What is the last name of the artist who created Las Meninas?,Velazquez,Velázquez
second_hop_semi_synthetic,famous_paintings_artist_last_name_Mona Lisa,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,Mona Lisa,What is the last name of the artist who created Mona Lisa?,Vinci,Léonard.
second_hop_semi_synthetic,famous_paintings_artist_last_name_The Arnolfini Portrait,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,The Arnolfini Portrait,What is the last name of the artist who created The Arnolfini Portrait?,Eyck,Jan
second_hop_semi_synthetic,famous_paintings_artist_last_name_The Birth of Venus,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,The Birth of Venus,What is the last name of the artist who created The Birth of Venus?,Botticelli,Botticelli
second_hop_semi_synthetic,famous_paintings_artist_last_name_The Card Players,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,The Card Players,What is the last name of the artist who created The Card Players?,Cezanne,Cézanne
second_hop_semi_synthetic,famous_paintings_artist_last_name_The Creation of Adam,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,The Creation of Adam,What is the last name of the artist who created The Creation of Adam?,Michelangelo,Michelangelo.
second_hop_semi_synthetic,famous_paintings_artist_last_name_The Garden of Earthly Delights,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,The Garden of Earthly Delights,What is the last name of the artist who created The Garden of Earthly Delights?,Bosch,Hieronymus.
second_hop_semi_synthetic,famous_paintings_artist_last_name_The Great Wave,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,The Great Wave,What is the last name of the artist who created The Great Wave?,Hokusai,Hokusai
second_hop_semi_synthetic,famous_paintings_artist_last_name_The Kiss,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,The Kiss,What is the last name of the artist who created The Kiss?,Klimt,Klimt.
second_hop_semi_synthetic,famous_paintings_artist_last_name_The Last Supper,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,The Last Supper,What is the last name of the artist who created The Last Supper?,Vinci,Leonardo.
second_hop_semi_synthetic,famous_paintings_artist_last_name_The Night Cafe,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,The Night Cafe,What is the last name of the artist who created The Night Cafe?,Gogh,Van Gogh
second_hop_semi_synthetic,famous_paintings_artist_last_name_The Night Watch,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,The Night Watch,What is the last name of the artist who created The Night Watch?,Rembrandt,Rembrandt.
second_hop_semi_synthetic,famous_paintings_artist_last_name_The Persistence of Memory,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,The Persistence of Memory,What is the last name of the artist who created The Persistence of Memory?,Dali,Dali.
second_hop_semi_synthetic,famous_paintings_artist_last_name_The School of Athens,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,The School of Athens,What is the last name of the artist who created The School of Athens?,Raphael,Raphael.
second_hop_semi_synthetic,famous_paintings_artist_last_name_The Scream,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,The Scream,What is the last name of the artist who created The Scream?,Munch,Munch.
second_hop_semi_synthetic,famous_paintings_artist_last_name_The Starry Night,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,The Starry Night,What is the last name of the artist who created The Starry Night?,Gogh,Van Gogh
second_hop_semi_synthetic,famous_paintings_artist_last_name_Water Lilies,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,artist_last_name,Water Lilies,What is the last name of the artist who created Water Lilies?,Monet,Monet.
second_hop_semi_synthetic,famous_paintings_city_American Gothic,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,American Gothic,In which city is American Gothic located?,Chicago,Evanston.
second_hop_semi_synthetic,famous_paintings_city_Girl with a Pearl Earring,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,Girl with a Pearl Earring,In which city is Girl with a Pearl Earring located?,The Hague,The Hague.
second_hop_semi_synthetic,famous_paintings_city_Guernica,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,Guernica,In which city is Guernica located?,Madrid,Bilbao
second_hop_semi_synthetic,famous_paintings_city_Las Meninas,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,Las Meninas,In which city is Las Meninas located?,Madrid,Museo del Prado
second_hop_semi_synthetic,famous_paintings_city_Mona Lisa,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,Mona Lisa,In which city is Mona Lisa located?,Paris,Louvre
second_hop_semi_synthetic,famous_paintings_city_The Arnolfini Portrait,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,The Arnolfini Portrait,In which city is The Arnolfini Portrait located?,London,London.
second_hop_semi_synthetic,famous_paintings_city_The Birth of Venus,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,The Birth of Venus,In which city is The Birth of Venus located?,Florence,Uffizi
second_hop_semi_synthetic,famous_paintings_city_The Card Players,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,The Card Players,In which city is The Card Players located?,Paris,Aix-en-Provence.
second_hop_semi_synthetic,famous_paintings_city_The Creation of Adam,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,The Creation of Adam,In which city is The Creation of Adam located?,Vatican City,Sistine Chapel.
second_hop_semi_synthetic,famous_paintings_city_The Garden of Earthly Delights,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,The Garden of Earthly Delights,In which city is The Garden of Earthly Delights located?,Madrid,Bruges.
second_hop_semi_synthetic,famous_paintings_city_The Great Wave,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,The Great Wave,In which city is The Great Wave located?,New York,Tokyo
second_hop_semi_synthetic,famous_paintings_city_The Kiss,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,The Kiss,In which city is The Kiss located?,Vienna,Aachen
second_hop_semi_synthetic,famous_paintings_city_The Last Supper,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,The Last Supper,In which city is The Last Supper located?,Milan,Milan.
second_hop_semi_synthetic,famous_paintings_city_The Night Cafe,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,The Night Cafe,In which city is The Night Cafe located?,New Haven,Arles
second_hop_semi_synthetic,famous_paintings_city_The Night Watch,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,The Night Watch,In which city is The Night Watch located?,Amsterdam,Amsterdam.
second_hop_semi_synthetic,famous_paintings_city_The Persistence of Memory,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,The Persistence of Memory,In which city is The Persistence of Memory located?,New York,Santillana del Mar
second_hop_semi_synthetic,famous_paintings_city_The School of Athens,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,The School of Athens,In which city is The School of Athens located?,Vatican City,Vatican City.
second_hop_semi_synthetic,famous_paintings_city_The Scream,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,The Scream,In which city is The Scream located?,Oslo,Oslo.
second_hop_semi_synthetic,famous_paintings_city_The Starry Night,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,The Starry Night,In which city is The Starry Night located?,New York,Saint-Rémy
second_hop_semi_synthetic,famous_paintings_city_Water Lilies,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,city,Water Lilies,In which city is Water Lilies located?,Paris,Monet.
second_hop_semi_synthetic,famous_paintings_creation_year_American Gothic,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,American Gothic,In what year was American Gothic created?,1930,1930
second_hop_semi_synthetic,famous_paintings_creation_year_Girl with a Pearl Earring,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,Girl with a Pearl Earring,In what year was Girl with a Pearl Earring created?,1665,1665
second_hop_semi_synthetic,famous_paintings_creation_year_Guernica,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,Guernica,In what year was Guernica created?,1937,1937
second_hop_semi_synthetic,famous_paintings_creation_year_Las Meninas,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,Las Meninas,In what year was Las Meninas created?,1656,1656
second_hop_semi_synthetic,famous_paintings_creation_year_Mona Lisa,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,Mona Lisa,In what year was Mona Lisa created?,1503,1503
second_hop_semi_synthetic,famous_paintings_creation_year_The Arnolfini Portrait,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,The Arnolfini Portrait,In what year was The Arnolfini Portrait created?,1434,1434
second_hop_semi_synthetic,famous_paintings_creation_year_The Birth of Venus,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,The Birth of Venus,In what year was The Birth of Venus created?,1485,1485
second_hop_semi_synthetic,famous_paintings_creation_year_The Card Players,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,The Card Players,In what year was The Card Players created?,1892,1888
second_hop_semi_synthetic,famous_paintings_creation_year_The Creation of Adam,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,The Creation of Adam,In what year was The Creation of Adam created?,1512,1508
second_hop_semi_synthetic,famous_paintings_creation_year_The Garden of Earthly Delights,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,The Garden of Earthly Delights,In what year was The Garden of Earthly Delights created?,1515,1480
second_hop_semi_synthetic,famous_paintings_creation_year_The Great Wave,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,The Great Wave,In what year was The Great Wave created?,1829,1830-1833
second_hop_semi_synthetic,famous_paintings_creation_year_The Kiss,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,The Kiss,In what year was The Kiss created?,1908,Apu 8.
second_hop_semi_synthetic,famous_paintings_creation_year_The Last Supper,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,The Last Supper,In what year was The Last Supper created?,1498,1498
second_hop_semi_synthetic,famous_paintings_creation_year_The Night Cafe,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,The Night Cafe,In what year was The Night Cafe created?,1888,1888
second_hop_semi_synthetic,famous_paintings_creation_year_The Night Watch,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,The Night Watch,In what year was The Night Watch created?,1642,1642
second_hop_semi_synthetic,famous_paintings_creation_year_The Persistence of Memory,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,The Persistence of Memory,In what year was The Persistence of Memory created?,1931,1931
second_hop_semi_synthetic,famous_paintings_creation_year_The School of Athens,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,The School of Athens,In what year was The School of Athens created?,1511,Raphael.
second_hop_semi_synthetic,famous_paintings_creation_year_The Scream,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,The Scream,In what year was The Scream created?,1893,1893
second_hop_semi_synthetic,famous_paintings_creation_year_The Starry Night,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,The Starry Night,In what year was The Starry Night created?,1889,1889
second_hop_semi_synthetic,famous_paintings_creation_year_Water Lilies,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,creation_year,Water Lilies,In what year was Water Lilies created?,1919,1919.
second_hop_semi_synthetic,famous_paintings_museum_American Gothic,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,American Gothic,In which museum is American Gothic housed?,Art Institute of Chicago,Art Institute of Chicago
second_hop_semi_synthetic,famous_paintings_museum_Girl with a Pearl Earring,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,Girl with a Pearl Earring,In which museum is Girl with a Pearl Earring housed?,Mauritshuis,Mauritshuis
second_hop_semi_synthetic,famous_paintings_museum_Guernica,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,Guernica,In which museum is Guernica housed?,Reina Sofia Museum,Reina Sofia
second_hop_semi_synthetic,famous_paintings_museum_Las Meninas,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,Las Meninas,In which museum is Las Meninas housed?,Prado Museum,Museo del Prado.
second_hop_semi_synthetic,famous_paintings_museum_Mona Lisa,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,Mona Lisa,In which museum is Mona Lisa housed?,Louvre Museum,Louvre.
second_hop_semi_synthetic,famous_paintings_museum_The Arnolfini Portrait,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,The Arnolfini Portrait,In which museum is The Arnolfini Portrait housed?,National Gallery,The National Gallery.
second_hop_semi_synthetic,famous_paintings_museum_The Birth of Venus,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,The Birth of Venus,In which museum is The Birth of Venus housed?,Uffizi Gallery,Uffizi
second_hop_semi_synthetic,famous_paintings_museum_The Card Players,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,The Card Players,In which museum is The Card Players housed?,Musee d'Orsay,The Louvre.
second_hop_semi_synthetic,famous_paintings_museum_The Creation of Adam,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,The Creation of Adam,In which museum is The Creation of Adam housed?,Sistine Chapel,Vatican Museums
second_hop_semi_synthetic,famous_paintings_museum_The Garden of Earthly Delights,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,The Garden of Earthly Delights,In which museum is The Garden of Earthly Delights housed?,Prado Museum,Prado
second_hop_semi_synthetic,famous_paintings_museum_The Great Wave,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,The Great Wave,In which museum is The Great Wave housed?,Metropolitan Museum of Art,"Museum of Fine Arts, Boston."
second_hop_semi_synthetic,famous_paintings_museum_The Kiss,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,The Kiss,In which museum is The Kiss housed?,Belvedere Museum,Gallerie dell'Accademia
second_hop_semi_synthetic,famous_paintings_museum_The Last Supper,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,The Last Supper,In which museum is The Last Supper housed?,Santa Maria delle Grazie,Santa Maria delle Grazie
second_hop_semi_synthetic,famous_paintings_museum_The Night Cafe,False,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,The Night Cafe,In which museum is The Night Cafe housed?,Yale University Art Gallery,Van Gogh Museum
second_hop_semi_synthetic,famous_paintings_museum_The Night Watch,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,The Night Watch,In which museum is The Night Watch housed?,Rijksmuseum,Rijksmuseum.
second_hop_semi_synthetic,famous_paintings_museum_The Persistence of Memory,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,The Persistence of Memory,In which museum is The Persistence of Memory housed?,Museum of Modern Art,The Museum of Modern Art (MoMA)
second_hop_semi_synthetic,famous_paintings_museum_The School of Athens,True,mikita_apollo/meta-llama/Llama-3-8b-chat-hf-80321083,famous_paintings,museum,The School of Athens,In which museum is The School of Athens housed?,Vatican Museums,Vatican Museums.
